"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","TVCL","TVV","TM50","Maturation HILL","OMEGA(1,1)","OMEGA(2,2)","SIGMA(1,1)","SIGMA(2,2)","seTVCL","seTVV","seTM50","seMaturation HILL","seOMEGA(1,1)","seOMEGA(2,2)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.5,NA,FOCE_I,0:01:00,2.17,2.18,1938.25016794569,0.980965,2.962,3.74382,1.62163,0.0602329,0.0625157,0.0149609,0.0001,0.024634,0.0244631,0.146049,0.568159,0.00859212,0.00941649,0.0010955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
