  1.0000E+00  0.0000E+00  0.0000E+00  1.1029E+03  1.1413E+03  7.7200E+01
  1.0000E+00  1.0000E-01  4.9184E+01  0.0000E+00  1.1413E+03  7.7200E+01
  1.0000E+00  2.0000E+00  3.1063E+01  0.0000E+00  1.1413E+03  7.7200E+01
  1.0000E+00  6.0000E+00  1.6410E+01  0.0000E+00  1.1413E+03  7.7200E+01
  1.0000E+00  1.2000E+01  8.5710E+00  0.0000E+00  1.1413E+03  7.7200E+01
  1.0000E+00  2.4000E+01  9.1659E-01  0.0000E+00  1.1413E+03  7.7200E+01
  2.0000E+00  0.0000E+00  0.0000E+00  1.0571E+03  1.1560E+03  7.4000E+01
  2.0000E+00  1.0000E-01  3.5444E+01  0.0000E+00  1.1560E+03  7.4000E+01
  2.0000E+00  2.0000E+00  3.5621E+01  0.0000E+00  1.1560E+03  7.4000E+01
  2.0000E+00  6.0000E+00  2.6499E+01  0.0000E+00  1.1560E+03  7.4000E+01
  2.0000E+00  1.2000E+01  1.5308E+01  0.0000E+00  1.1560E+03  7.4000E+01
  2.0000E+00  2.4000E+01  7.2665E+00  0.0000E+00  1.1560E+03  7.4000E+01
  3.0000E+00  0.0000E+00  0.0000E+00  1.1000E+03  1.3843E+03  7.7000E+01
  3.0000E+00  1.0000E-01  7.8568E+01  0.0000E+00  1.3843E+03  7.7000E+01
  3.0000E+00  2.0000E+00  4.3476E+01  0.0000E+00  1.3843E+03  7.7000E+01
  3.0000E+00  6.0000E+00  1.0357E+01  0.0000E+00  1.3843E+03  7.7000E+01
  3.0000E+00  1.2000E+01  2.5563E+00  0.0000E+00  1.3843E+03  7.7000E+01
  3.0000E+00  2.4000E+01  5.5724E-02  0.0000E+00  1.3843E+03  7.7000E+01
  4.0000E+00  0.0000E+00  0.0000E+00  1.1357E+03  1.4736E+03  7.9500E+01
  4.0000E+00  1.0000E-01  5.0025E+01  0.0000E+00  1.4736E+03  7.9500E+01
  4.0000E+00  2.0000E+00  4.1732E+01  0.0000E+00  1.4736E+03  7.9500E+01
  4.0000E+00  6.0000E+00  2.9714E+01  0.0000E+00  1.4736E+03  7.9500E+01
  4.0000E+00  1.2000E+01  1.7005E+01  0.0000E+00  1.4736E+03  7.9500E+01
  4.0000E+00  2.4000E+01  9.6224E+00  0.0000E+00  1.4736E+03  7.9500E+01
  5.0000E+00  0.0000E+00  0.0000E+00  9.1143E+02  1.2164E+03  6.3800E+01
  5.0000E+00  1.0000E-01  5.0250E+01  0.0000E+00  1.2164E+03  6.3800E+01
  5.0000E+00  2.0000E+00  4.1224E+01  0.0000E+00  1.2164E+03  6.3800E+01
  5.0000E+00  6.0000E+00  2.4665E+01  0.0000E+00  1.2164E+03  6.3800E+01
  5.0000E+00  1.2000E+01  1.4753E+01  0.0000E+00  1.2164E+03  6.3800E+01
  5.0000E+00  2.4000E+01  2.0546E+00  0.0000E+00  1.2164E+03  6.3800E+01
  6.0000E+00  0.0000E+00  0.0000E+00  1.2471E+03  1.0605E+03  8.7300E+01
  6.0000E+00  1.0000E-01  4.4943E+01  0.0000E+00  1.0605E+03  8.7300E+01
  6.0000E+00  2.0000E+00  3.4576E+01  0.0000E+00  1.0605E+03  8.7300E+01
  6.0000E+00  6.0000E+00  2.1673E+01  0.0000E+00  1.0605E+03  8.7300E+01
  6.0000E+00  1.2000E+01  1.1999E+01  0.0000E+00  1.0605E+03  8.7300E+01
  6.0000E+00  2.4000E+01  5.2504E+00  0.0000E+00  1.0605E+03  8.7300E+01
  7.0000E+00  0.0000E+00  0.0000E+00  1.1129E+03  1.4582E+03  7.7900E+01
  7.0000E+00  1.0000E-01  3.4939E+01  0.0000E+00  1.4582E+03  7.7900E+01
  7.0000E+00  2.0000E+00  2.6395E+01  0.0000E+00  1.4582E+03  7.7900E+01
  7.0000E+00  6.0000E+00  2.0375E+01  0.0000E+00  1.4582E+03  7.7900E+01
  7.0000E+00  1.2000E+01  1.0200E+01  0.0000E+00  1.4582E+03  7.7900E+01
  7.0000E+00  2.4000E+01  3.3939E+00  0.0000E+00  1.4582E+03  7.7900E+01
  8.0000E+00  0.0000E+00  0.0000E+00  1.1571E+03  1.0591E+03  8.1000E+01
  8.0000E+00  1.0000E-01  4.9913E+01  0.0000E+00  1.0591E+03  8.1000E+01
  8.0000E+00  2.0000E+00  3.6487E+01  0.0000E+00  1.0591E+03  8.1000E+01
  8.0000E+00  6.0000E+00  2.7184E+01  0.0000E+00  1.0591E+03  8.1000E+01
  8.0000E+00  1.2000E+01  1.0139E+01  0.0000E+00  1.0591E+03  8.1000E+01
  8.0000E+00  2.4000E+01  2.9259E+00  0.0000E+00  1.0591E+03  8.1000E+01
  9.0000E+00  0.0000E+00  0.0000E+00  1.1729E+03  1.1818E+03  8.2100E+01
  9.0000E+00  1.0000E-01  4.1605E+01  0.0000E+00  1.1818E+03  8.2100E+01
  9.0000E+00  2.0000E+00  2.7302E+01  0.0000E+00  1.1818E+03  8.2100E+01
  9.0000E+00  6.0000E+00  1.9548E+01  0.0000E+00  1.1818E+03  8.2100E+01
  9.0000E+00  1.2000E+01  9.0210E+00  0.0000E+00  1.1818E+03  8.2100E+01
  9.0000E+00  2.4000E+01  1.5980E+00  0.0000E+00  1.1818E+03  8.2100E+01
  1.0000E+01  0.0000E+00  0.0000E+00  1.0686E+03  1.1010E+03  7.4800E+01
  1.0000E+01  1.0000E-01  3.5547E+01  0.0000E+00  1.1010E+03  7.4800E+01
  1.0000E+01  2.0000E+00  2.1136E+01  0.0000E+00  1.1010E+03  7.4800E+01
  1.0000E+01  6.0000E+00  1.6739E+01  0.0000E+00  1.1010E+03  7.4800E+01
  1.0000E+01  1.2000E+01  9.3439E+00  0.0000E+00  1.1010E+03  7.4800E+01
  1.0000E+01  2.4000E+01  1.6703E+00  0.0000E+00  1.1010E+03  7.4800E+01
  1.1000E+01  0.0000E+00  0.0000E+00  1.3214E+03  1.2711E+03  9.2500E+01
  1.1000E+01  1.0000E-01  4.2061E+01  0.0000E+00  1.2711E+03  9.2500E+01
  1.1000E+01  2.0000E+00  3.0602E+01  0.0000E+00  1.2711E+03  9.2500E+01
  1.1000E+01  6.0000E+00  2.8402E+01  0.0000E+00  1.2711E+03  9.2500E+01
  1.1000E+01  1.2000E+01  1.1259E+01  0.0000E+00  1.2711E+03  9.2500E+01
  1.1000E+01  2.4000E+01  3.3252E+00  0.0000E+00  1.2711E+03  9.2500E+01
  1.2000E+01  0.0000E+00  0.0000E+00  1.1543E+03  1.0730E+03  8.0800E+01
  1.2000E+01  1.0000E-01  3.5640E+01  0.0000E+00  1.0730E+03  8.0800E+01
  1.2000E+01  2.0000E+00  3.7232E+01  0.0000E+00  1.0730E+03  8.0800E+01
  1.2000E+01  6.0000E+00  2.1059E+01  0.0000E+00  1.0730E+03  8.0800E+01
  1.2000E+01  1.2000E+01  1.2511E+01  0.0000E+00  1.0730E+03  8.0800E+01
  1.2000E+01  2.4000E+01  6.0505E+00  0.0000E+00  1.0730E+03  8.0800E+01
  1.3000E+01  0.0000E+00  0.0000E+00  1.2300E+03  1.4805E+03  8.6100E+01
  1.3000E+01  1.0000E-01  1.0881E+02  0.0000E+00  1.4805E+03  8.6100E+01
  1.3000E+01  2.0000E+00  7.3949E+01  0.0000E+00  1.4805E+03  8.6100E+01
  1.3000E+01  6.0000E+00  2.9722E+01  0.0000E+00  1.4805E+03  8.6100E+01
  1.3000E+01  1.2000E+01  1.3776E+01  0.0000E+00  1.4805E+03  8.6100E+01
  1.3000E+01  2.4000E+01  1.3155E+00  0.0000E+00  1.4805E+03  8.6100E+01
  1.4000E+01  0.0000E+00  0.0000E+00  1.0443E+03  1.0713E+03  7.3100E+01
  1.4000E+01  1.0000E-01  4.1088E+01  0.0000E+00  1.0713E+03  7.3100E+01
  1.4000E+01  2.0000E+00  4.3835E+01  0.0000E+00  1.0713E+03  7.3100E+01
  1.4000E+01  6.0000E+00  2.3534E+01  0.0000E+00  1.0713E+03  7.3100E+01
  1.4000E+01  1.2000E+01  1.6467E+01  0.0000E+00  1.0713E+03  7.3100E+01
  1.4000E+01  2.4000E+01  5.3182E+00  0.0000E+00  1.0713E+03  7.3100E+01
  1.5000E+01  0.0000E+00  0.0000E+00  9.6429E+02  1.2251E+03  6.7500E+01
  1.5000E+01  1.0000E-01  3.7236E+01  0.0000E+00  1.2251E+03  6.7500E+01
  1.5000E+01  2.0000E+00  3.0712E+01  0.0000E+00  1.2251E+03  6.7500E+01
  1.5000E+01  6.0000E+00  2.1028E+01  0.0000E+00  1.2251E+03  6.7500E+01
  1.5000E+01  1.2000E+01  1.2228E+01  0.0000E+00  1.2251E+03  6.7500E+01
  1.5000E+01  2.4000E+01  3.4097E+00  0.0000E+00  1.2251E+03  6.7500E+01
  1.6000E+01  0.0000E+00  0.0000E+00  9.6429E+02  1.2906E+03  6.7500E+01
  1.6000E+01  1.0000E-01  4.8907E+01  0.0000E+00  1.2906E+03  6.7500E+01
  1.6000E+01  2.0000E+00  3.3422E+01  0.0000E+00  1.2906E+03  6.7500E+01
  1.6000E+01  6.0000E+00  1.1817E+01  0.0000E+00  1.2906E+03  6.7500E+01
  1.6000E+01  1.2000E+01  3.1641E+00  0.0000E+00  1.2906E+03  6.7500E+01
  1.6000E+01  2.4000E+01  2.5107E-01  0.0000E+00  1.2906E+03  6.7500E+01
  1.7000E+01  0.0000E+00  0.0000E+00  1.1143E+03  1.2794E+03  7.8000E+01
  1.7000E+01  1.0000E-01  4.6505E+01  0.0000E+00  1.2794E+03  7.8000E+01
  1.7000E+01  2.0000E+00  3.5532E+01  0.0000E+00  1.2794E+03  7.8000E+01
  1.7000E+01  6.0000E+00  2.0501E+01  0.0000E+00  1.2794E+03  7.8000E+01
  1.7000E+01  1.2000E+01  9.7034E+00  0.0000E+00  1.2794E+03  7.8000E+01
  1.7000E+01  2.4000E+01  1.6010E+00  0.0000E+00  1.2794E+03  7.8000E+01
  1.8000E+01  0.0000E+00  0.0000E+00  1.0000E+03  1.3869E+03  7.0000E+01
  1.8000E+01  1.0000E-01  4.5616E+01  0.0000E+00  1.3869E+03  7.0000E+01
  1.8000E+01  2.0000E+00  3.4752E+01  0.0000E+00  1.3869E+03  7.0000E+01
  1.8000E+01  6.0000E+00  2.7392E+01  0.0000E+00  1.3869E+03  7.0000E+01
  1.8000E+01  1.2000E+01  1.5247E+01  0.0000E+00  1.3869E+03  7.0000E+01
  1.8000E+01  2.4000E+01  6.7876E+00  0.0000E+00  1.3869E+03  7.0000E+01
  1.9000E+01  0.0000E+00  0.0000E+00  9.5143E+02  1.1807E+03  6.6600E+01
  1.9000E+01  1.0000E-01  5.6239E+01  0.0000E+00  1.1807E+03  6.6600E+01
  1.9000E+01  2.0000E+00  5.5051E+01  0.0000E+00  1.1807E+03  6.6600E+01
  1.9000E+01  6.0000E+00  2.5960E+01  0.0000E+00  1.1807E+03  6.6600E+01
  1.9000E+01  1.2000E+01  1.7797E+01  0.0000E+00  1.1807E+03  6.6600E+01
  1.9000E+01  2.4000E+01  4.7511E+00  0.0000E+00  1.1807E+03  6.6600E+01
  2.0000E+01  0.0000E+00  0.0000E+00  1.2414E+03  1.3542E+03  8.6900E+01
  2.0000E+01  1.0000E-01  5.5069E+01  0.0000E+00  1.3542E+03  8.6900E+01
  2.0000E+01  2.0000E+00  3.7460E+01  0.0000E+00  1.3542E+03  8.6900E+01
  2.0000E+01  6.0000E+00  2.9526E+01  0.0000E+00  1.3542E+03  8.6900E+01
