"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","TVCL","TVV","TM50","Maturation HILL","OMEGA(1,1)","OMEGA(2,2)","SIGMA(1,1)","SIGMA(2,2)","seTVCL","seTVV","seTM50","seMaturation HILL","seOMEGA(1,1)","seOMEGA(2,2)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
1,1,1,1,1,1,0,0,0,0,0,0,0,5.2,NA,FOCE_I,00:00:00,2.66,3.14,1897.12955207617,0.977697,2.96557,3.40845,0.84393,0.0595571,0.0643905,0.0145523,0.0001,0.0255641,0.0252531,1.09122,1.62498,0.00880141,0.00981118,0.00107703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
