"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","TVCL","TVV","OMEGA(1,1)","OMEGA(2,2)","SIGMA(1,1)","SIGMA(2,2)","seTVCL","seTVV","seOMEGA(1,1)","seOMEGA(2,2)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.2,NA,FOCE_I,0:01:00,1.05,0.87,1773.72631991125,1.05218,3.06728,0.0730169,0.076687,0.0140893,0.0001,0.0277923,0.0290779,0.0126366,0.0123062,0.00110701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
