"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","TVCL","TVV","TM50","Maturation HILL","OMEGA(1,1)","OMEGA(2,2)","SIGMA(1,1)","SIGMA(2,2)","seTVCL","seTVV","seTM50","seMaturation HILL","seOMEGA(1,1)","seOMEGA(2,2)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.2,NA,FOCE_I,00:00:00,3.81,3.46,1921.76760801161,0.978738,2.96364,3.46203,0.920517,0.0588092,0.0633429,0.0147833,0.0001,0.0251802,0.0248361,0.561449,0.961338,0.00865819,0.00961326,0.00109374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
